,Name,Fn_Fix,Ln_Fix,new_town,county,new_state,country,name_type,Name_Fix
267,Jonathan Barber,Jonathan,Barber,East Windsor,Hartford County,CT,US,town,Jonathan Barber
269,Samuel Redfield,Samuel,Redfield,Killingworth,Middlesex County,CT,US,town,Samuel Redfield
270,Joseph Willcox | Joseph Willcox Guardian and Co | Joseph Willcox Guardian to S Morgan,Joseph,Willcox,Killingworth,Middlesex County,CT,US,town,Joseph Willcox | S Morgan
270,Joseph Willcox | Joseph Willcox Guardian and Co | Joseph Willcox Guardian to S Morgan,S,Morgan,Killingworth,Middlesex County,CT,US,town,Joseph Willcox | S Morgan
271,Noah Lane,Noah,Lane,Killingworth,Middlesex County,CT,US,town,Noah Lane
272,John Lowell,John,Lowell,Roxbury,Litchfield County,CT,US,town,John Lowell
273,Achilles Mansfield,Achilles,Mansfield,Killingworth,Middlesex County,CT,US,town,Achilles Mansfield
274,Amos Miller,Amos,Miller,New Hartford,Litchfield County,CT,US,town,Amos Miller
275,Mabel Willcox | Mable Willcox,Mabel,Willcox,Killingworth,Middlesex County,CT,US,town,Mabel Willcox | Mable Willcox
275,Mabel Willcox | Mable Willcox,Mable,Willcox,Killingworth,Middlesex County,CT,US,town,Mabel Willcox | Mable Willcox
276,John Coit,John,Coit,Preston,New London County,CT,US,town,John Coit
277,John Tyler,John,Tyler,Preston,New London County,CT,US,town,John Tyler
280,Elizabeth Skiffe,Elizabeth,Skiffe,Windham,Windham County,CT,US,town,Elizabeth Skiffe
281,Joseph Skiffe,Joseph,Skiffe,Windham,Windham County,CT,US,town,Joseph Skiffe
282,Joseph Skiffe | Joseph Skiffe Adminastrator to E C | Joseph Skiffe Adminastrator to E Carey,Ezekiel,Carey,Windham,Windham County,CT,US,town,Ezekiel Carey | Joseph Skiffe
282,Joseph Skiffe | Joseph Skiffe Adminastrator to E C | Joseph Skiffe Adminastrator to E Carey,Joseph,Skiffe,Windham,Windham County,CT,US,town,Ezekiel Carey | Joseph Skiffe
283,Christ Leffingwell | Christopher Leffingwell,Christ,Leffingwell,Norwich,New London County,CT,US,town,Christ Leffingwell | Christopher Leffingwell
283,Christ Leffingwell | Christopher Leffingwell,Christopher,Leffingwell,Norwich,New London County,CT,US,town,Christ Leffingwell | Christopher Leffingwell
284,Joseph Skiffe | Joseph Skiffe Adminastrator to R S | Joseph Skiffe Adminastrator to R Skiffe,Joseph,Skiffe,Windham,Windham County,CT,US,town,Joseph Skiffe | Ruth Skiffe
284,Joseph Skiffe | Joseph Skiffe Adminastrator to R S | Joseph Skiffe Adminastrator to R Skiffe,Ruth,Skiffe,Windham,Windham County,CT,US,town,Joseph Skiffe | Ruth Skiffe
285,Oliver Burr,Oliver,Burr,Danbury,Fairfield County,CT,US,town,Oliver Burr
286,Mary Judson,Mary,Judson,Danbury,Fairfield County,CT,US,town,Mary Judson
287,John Wood,John,Wood,Danbury,Fairfield County,CT,US,town,John Wood
288,Stephen Ambler,Stephen,Ambler,Danbury,Fairfield County,CT,US,town,Stephen Ambler
289,William King,William,King,Suffield,Hartford County,CT,US,town,William King
290,Moses Marvin,Moses,Marvin,East Lyme,New London County,CT,US,town,Moses Marvin
291,Samuel Mather,Samuel,Mather,East Lyme,New London County,CT,US,town,Samuel Mather
292,John Strong,John,Strong,Torrington,Litchfield County,CT,US,town,John Strong
293,Ozias Loomis,Ozias,Loomis,Windsor,Hartford County,CT,US,town,Ozias Loomis
294,Joel Prior,Joel,Prior,East Windsor,Hartford County,CT,US,town,Joel Prior
295,David F Sill,David F,Sill,East Lyme,New London County,CT,US,town,David F Sill
296,Daniel Pitkin,Daniel,Pitkin,East Hartford,Hartford County,CT,US,town,Daniel Pitkin
297,Solomon Williams,Solomon,Williams,Hampton,Windham County,CT,US,town,Solomon Williams
298,Ann Dimon,Ann,Dimon,Fairfield,Fairfield County,CT,US,town,Ann Dimon
299,Jabez Perkins,Jabez,Perkins,Hartford,Hartford County,CT,US,town,Jabez Perkins
300,Elizabeth Champlin | Elizabeth Chaplin,Elizabeth,Champlin,Groton,New London County,CT,US,town,Elizabeth Champlin | Elizabeth Chaplin
300,Elizabeth Champlin | Elizabeth Chaplin,Elizabeth,Chaplin,Groton,New London County,CT,US,town,Elizabeth Champlin | Elizabeth Chaplin
301,Michael Melally,Michael,Melally,New London,New London County,CT,US,town,Michael Melally
302,Timothy Pitkin,Timothy,Pitkin,Farmington,Hartford County,CT,US,town,Timothy Pitkin
303,James Green,James,Green,East Haddam,Middlesex County,CT,US,town,James Green
304,Alpha Lommis adminastrator and Co | Appha Loomis | Appha Loomis Adminastrator and Co,Alpha,Lommis,,,CT,US,state,Alpha Lommis
305,Alpha Lommis executor and Co | Appha Loomis | Appha Loomis Executor and Co,Alpha,Loomis,,,CT,US,state,Alpha Loomis | Appha Loomis
305,Alpha Lommis executor and Co | Appha Loomis | Appha Loomis Executor and Co,Appha,Loomis,,,CT,US,state,Alpha Loomis | Appha Loomis
308,Jeremiah Atwater,Jeremiah,Atwater,New Haven,New Haven County,CT,US,town,Jeremiah Atwater
309,Joseph Moseley,Joseph,Moseley,Glastonbury,Hartford County,CT,US,town,Joseph Moseley
310,Nancy Smith,Nancy,Smith,New Haven,New Haven County,CT,US,town,Nancy Smith
311,William Plumbe,William,Plumbe,Middletown,Middlesex County,CT,US,town,William Plumbe
312,Samuel Wyllys,Samuel,Wyllys,Hartford,Hartford County,CT,US,town,Samuel Wyllys
313,John Olmsted,John,Olmsted,Colchester,New London County,CT,US,town,John Olmsted
315,Hannah Benton,Hannah,Benton,Hartford,Hartford County,CT,US,town,Hannah Benton
316,Eliphalet Dyer,Eliphalet,Dyer,Windham,Windham County,CT,US,town,Eliphalet Dyer
317,Joseph Carpenter,Joseph,Carpenter,,,NY,US,state,Joseph Carpenter
318,Thomas Clapp,Thomas,Clapp,Greenwich,Fairfield County,CT,US,town,Thomas Clapp
319,Martin McDonald,Martin,Mcdonald,,,NY,US,state,Martin Mcdonald
320,Stephen Field,Stephen,Field,,,NY,US,state,Stephen Field
321,Uriah Field,Uriah,Field,Greenwich,Fairfield County,CT,US,town,Uriah Field
322,Josiah Quinby,Josiah,Quinby,,,NY,US,state,Josiah Quinby
323,Daniel and Elijah Boardman,Daniel,Boardman,New Milford,Litchfield County,CT,US,town,Daniel Boardman | Elijah Boardman
323,Daniel and Elijah Boardman,Elijah,Boardman,New Milford,Litchfield County,CT,US,town,Daniel Boardman | Elijah Boardman
324,Peter Burr,Peter,Burr,Fairfield,Fairfield County,CT,US,town,Peter Burr
325,John Comstock,John,Comstock,Fairfield,Fairfield County,CT,US,town,John Comstock
326,Abel Hine,Abel,Hine,New Milford,Litchfield County,CT,US,town,Abel Hine
327,Hannah Painter,Hannah,Painter,Hartford,Hartford County,CT,US,town,Hannah Painter
328,Elias Deming,Elias,Deming,Wethersfield,Hartford County,CT,US,town,Elias Deming
329,Peter Lanman,Peter,Lanman,Norwich,New London County,CT,US,town,Peter Lanman
330,Izrahiah Wetmore,Izrahiah,Wetmore,Norwich,New London County,CT,US,town,Izrahiah Wetmore
331,William Williams,William,Williams,Torrington,Litchfield County,CT,US,town,William Williams
332,Wheeler Coit Treasurer and Co,Wheeler,Coit,,,CT,US,state,Wheeler Coit
333,William Belcher,William,Belcher,,,CT,US,state,William Belcher
334,Samuel J Mills,Samuel J,Mills,Torrington,Litchfield County,CT,US,town,Samuel J Mills
335,William Williams,William,Williams,Lebanon,Windham County,CT,US,town,William Williams
336,Esther Robbins,Esther,Robbins,Canaan,Litchfield County,CT,US,town,Esther Robbins
337,Ashbel Steele,Ashbel,Steele,Hartford,Hartford County,CT,US,town,Ashbel Steele
338,Elisha Stoughton | Elisha Stoughton School Committee | Elisha Stoughton Society Committee,Elisha,Stoughton,Windsor,Hartford County,CT,US,town,Elisha Stoughton
339,Samuel Tracey,Samuel,Tracey,Norwich,New London County,CT,US,town,Samuel Tracey
340,Elizabeth Allen,Elizabeth,Allen,Groton,New London County,CT,US,town,Elizabeth Allen
341,Joseph P Cooke,Joseph P,Cooke,Danbury,Fairfield County,CT,US,town,Joseph P Cooke
342,William Hillhouse,William,Hillhouse,Montville,New London County,CT,US,town,William Hillhouse
343,Hon William Hillhouse School Committee | William Hillhouse | William Hillhouse School Committee,William,Hillhouse,Montville,New London County,CT,US,town,William Hillhouse
344,Hon Joseph P Cooke School Committee | Joseph P Cooke | Joseph P Cooke School Committee,Joseph P,Cooke,Danbury,Fairfield County,CT,US,town,Joseph P Cooke
345,Samuel P Lord,Samuel P,Lord,East Haddam,Middlesex County,CT,US,town,Samuel P Lord
346,James Davenport,James,Davenport,Stamford,Fairfield County,CT,US,town,James Davenport
349,Rufus Norton,Rufus,Norton,Guilford,New Haven County,CT,US,town,Rufus Norton
350,Thomas Williams,Thomas,Williams,Lebanon,Windham County,CT,US,town,Thomas Williams
351,Benjamin Boardman,Benjamin,Boardman,Hartford,Hartford County,CT,US,town,Benjamin Boardman
352,Mary Ann Chandler,Mary Ann,Chandler,Woodstock,Windham County,CT,US,town,Mary Ann Chandler
353,Elisha Colt,Elisha,Colt,Hartford,Hartford County,CT,US,town,Elisha Colt
354,Samuel McClellan,Samuel,Mcclellan,Woodstock,Windham County,CT,US,town,Samuel Mcclellan
355,John Conklin,John,Conklin,Norwalk,Fairfield County,CT,US,town,John Conklin
356,George Raymond,George,Raymond,Norwalk,Fairfield County,CT,US,town,George Raymond
357,Selah Benton,Selah,Benton,Shelton,Fairfield County,CT,US,town,Selah Benton
358,Barnabas Deane,Barnabas,Deane,Hartford,Hartford County,CT,US,town,Barnabas Deane
359,Abijah Savage,Abijah,Savage,Middletown,Middlesex County,CT,US,town,Abijah Savage
360,Ezra Waterman,Ezra,Waterman,Bolton,Tolland County,CT,US,town,Ezra Waterman
361,Clark and Nightingale,Joseph Innes,Clark,Providence,Providence County,RI,US,town,Joseph Innes Clark | Joseph Nightingale
361,Clark and Nightingale,Joseph,Nightingale,Providence,Providence County,RI,US,town,Joseph Innes Clark | Joseph Nightingale
362,Edward Benton,Edward,Benton,Glastonbury,Hartford County,CT,US,town,Edward Benton
363,Jared Hinckley,Jared,Hinckley,Lebanon,Windham County,CT,US,town,Jared Hinckley
364,Jane Olmsted,Jane,Olmsted,East Hartford,Hartford County,CT,US,town,Jane Olmsted
365,William Olmsted,William,Olmsted,East Hartford,Hartford County,CT,US,town,William Olmsted
366,Elias Beers,Elias,Beers,New Haven,New Haven County,CT,US,town,Elias Beers
367,Daniel Skinner,Daniel,Skinner,Hartford,Hartford County,CT,US,town,Daniel Skinner
369,Joseph Woodbridge,Joseph,Woodbridge,Hartford,Hartford County,CT,US,town,Joseph Woodbridge
370,Hezekiah Wyllys,Hezekiah,Wyllys,Hartford,Hartford County,CT,US,town,Hezekiah Wyllys
371,Nathan Beers,Nathan,Beers,New Haven,New Haven County,CT,US,town,Nathan Beers
372,Peter Colt,Peter,Colt,Hartford,Hartford County,CT,US,town,Peter Colt
375,Guy Richards,Guy,Richards,New London,New London County,CT,US,town,Guy Richards
376,Makens Bement | Makeus Bement,Makens,Bement,East Hartford,Hartford County,CT,US,town,Makens Bement | Makeus Bement
376,Makens Bement | Makeus Bement,Makeus,Bement,East Hartford,Hartford County,CT,US,town,Makens Bement | Makeus Bement
377,John Watson,John,Watson,East Windsor,Hartford County,CT,US,town,John Watson
378,James Wells,James,Wells,Wethersfield,Hartford County,CT,US,town,James Wells
379,James Deanes | James Deans,James,Deanes,Lebanon,Windham County,CT,US,town,James Deanes | James Deans
379,James Deanes | James Deans,James,Deans,Lebanon,Windham County,CT,US,town,James Deanes | James Deans
380,Edward Moore,Edward,Moore,Windsor,Hartford County,CT,US,town,Edward Moore
382,Dan and Elijah Boardman | Daniel and Elijah Boardman,Dan,Boardman,New Milford,Litchfield County,CT,US,town,Dan Boardman | Daniel Boardman | Elijah Boardman
382,Dan and Elijah Boardman | Daniel and Elijah Boardman,Daniel,Boardman,New Milford,Litchfield County,CT,US,town,Dan Boardman | Daniel Boardman | Elijah Boardman
382,Dan and Elijah Boardman | Daniel and Elijah Boardman,Elijah,Boardman,New Milford,Litchfield County,CT,US,town,Dan Boardman | Daniel Boardman | Elijah Boardman
383,Joseph Knight,Joseph,Knight,Enfield,Hartford County,CT,US,town,Joseph Knight
384,George Colton,George,Colton,Bolton,Tolland County,CT,US,town,George Colton
385,Alexander Hunt,Alexander,Hunt,Hartford,Hartford County,CT,US,town,Alexander Hunt
386,Nath Sherman | Nathaniel Sherman,Nath,Sherman,East Windsor,Hartford County,CT,US,town,Nath Sherman | Nathaniel Sherman
386,Nath Sherman | Nathaniel Sherman,Nathaniel,Sherman,East Windsor,Hartford County,CT,US,town,Nath Sherman | Nathaniel Sherman
387,Jacob Robbins,Jacob,Robbins,Wethersfield,Hartford County,CT,US,town,Jacob Robbins
388,Keziah Barber,Keziah,Barber,Windsor,Hartford County,CT,US,town,Keziah Barber
389,Jonathan Miller,Jonathan,Miller,Farmington,Hartford County,CT,US,town,Jonathan Miller
390,John Mowatt,John,Mowatt,New York City,New York County,NY,US,town,John Mowatt
392,Noah Allen,Noah,Allen,Tyringham,Berkshire County,MA,US,town,Noah Allen
394,Ezekiel Cowles,Ezekiel,Cowles,Farmington,Hartford County,CT,US,town,Ezekiel Cowles
395,David Davis,David,Davis,Mansfield Center,Tolland County,CT,US,town,David Davis
396,Thankful Winchell,Thankful,Winchell,Farmington,Hartford County,CT,US,town,Thankful Winchell
397,Reuben Porter,Reuben,Porter,Lebanon,Windham County,CT,US,town,Reuben Porter
398,Timothy Porter,Timothy,Porter,Hebron,Tolland County,CT,US,town,Timothy Porter
399,Ephraim Lyon,Ephraim,Lyon,Canterbury,Windham County,CT,US,town,Ephraim Lyon
400,James Rogers,James,Rogers,Charlestown,Sullivan County,NH,US,town,James Rogers
401,Ammi R Robbins,Ammi R,Robbins,,,NY,US,state,Ammi R Robbins
402,Thomas Bidwell,Thomas,Bidwell,New Hartford,Litchfield County,CT,US,town,Thomas Bidwell
403,Daniel Linsley,Daniel,Linsley,Branford,New Haven County,CT,US,town,Daniel Linsley
404,Benjamin Summer,Benjamin,Summer,Ashford,Windham County,CT,US,town,Benjamin Summer
406,John H Buell,John H,Buell,Hebron,Tolland County,CT,US,town,John H Buell
407,Samuel Frothingham,Samuel,Frothingham,Middletown,Middlesex County,CT,US,town,Samuel Frothingham
408,Reuben Smith,Reuben,Smith,Hartford,Hartford County,CT,US,town,Reuben Smith
409,Jon and Jacob Starr | Jonathan and Jared Starr,Jacob,Starr,New London,New London County,CT,US,town,Jacob Starr | Jared Starr | Jonathan Starr
409,Jon and Jacob Starr | Jonathan and Jared Starr,Jared,Starr,New London,New London County,CT,US,town,Jacob Starr | Jared Starr | Jonathan Starr
409,Jon and Jacob Starr | Jonathan and Jared Starr,Jonathan,Starr,New London,New London County,CT,US,town,Jacob Starr | Jared Starr | Jonathan Starr
412,Thomas Edgars,Thomas,Edgars,New London,New London County,CT,US,town,Thomas Edgars
413,Daniel Foot,Daniel,Foot,Colchester,New London County,CT,US,town,Daniel Foot
414,Samuel Gale,Samuel,Gale,,,NY,US,state,Samuel Gale
415,Jeremiah Willcox,Jeremiah,Willcox,Hartford,Hartford County,CT,US,town,Jeremiah Willcox
416,Leonard Dix,Leonard,Dix,Wethersfield,Hartford County,CT,US,town,Leonard Dix
417,Samuel Butler,Samuel,Butler,,,CT,US,state,Samuel Butler
419,John Pierce,John,Pierce,Cornwall,Litchfield County,CT,US,town,John Pierce
421,Asa Foot,Asa,Foot,Colchester,New London County,CT,US,town,Asa Foot
425,Samuel Smith | Samuel Smith of Chatham,Samuel,Smith,East Hampton,Middlesex County,CT,US,town,Samuel Smith
427,Stephen M Mitchell,Stephen M,Mitchell,Wethersfield,Hartford County,CT,US,town,Stephen M Mitchell
429,John Saller | John Salter,John,Saller,Mansfield Center,Tolland County,CT,US,town,John Saller | John Salter
429,John Saller | John Salter,John,Salter,Mansfield Center,Tolland County,CT,US,town,John Saller | John Salter
430,Zephaniah Davis,Zephaniah,Davis,Hebron,Tolland County,CT,US,town,Zephaniah Davis
433,Joseph Crocker,Joseph,Crocker,Willington,Tolland County,CT,US,town,Joseph Crocker
434,Samuel Smith | Samuel Smith of Farmington,Samuel,Smith,Farmington,Hartford County,CT,US,town,Samuel Smith
435,Sarah Brown,Sarah,Brown,Lebanon,Windham County,CT,US,town,Sarah Brown
436,Ichabod Robinson,Ichabod,Robinson,Lebanon,Windham County,CT,US,town,Ichabod Robinson
438,Samuel Hopkins,Samuel,Hopkins,Hadley,Hampshire County,MA,US,town,Samuel Hopkins
439,John Ripley,John,Ripley,Windham,Windham County,CT,US,town,John Ripley
440,Asabel Bebee | Asabel Beebe | Asahel Beebe,Asabel,Bebee,Canaan,Litchfield County,CT,US,town,Asabel Bebee | Asabel Beebe | Asahel Beebe
440,Asabel Bebee | Asabel Beebe | Asahel Beebe,Asabel,Beebe,Canaan,Litchfield County,CT,US,town,Asabel Bebee | Asabel Beebe | Asahel Beebe
440,Asabel Bebee | Asabel Beebe | Asahel Beebe,Asahel,Beebe,Canaan,Litchfield County,CT,US,town,Asabel Bebee | Asabel Beebe | Asahel Beebe
441,Abigail Bulkley,Abigail,Bulkley,Colchester,New London County,CT,US,town,Abigail Bulkley
442,Giles Griswold,Giles,Griswold,Killingworth,Middlesex County,CT,US,town,Giles Griswold
443,Roswell Hull,Roswell,Hull,Killingworth,Middlesex County,CT,US,town,Roswell Hull
444,Aaron Kelsey,Aaron,Kelsey,Killingworth,Middlesex County,CT,US,town,Aaron Kelsey
447,Simeon Baldwin,Simeon,Baldwin,New Haven,New Haven County,CT,US,town,Simeon Baldwin
448,George Griffin,George,Griffin,East Haddam,Middlesex County,CT,US,town,George Griffin
449,Caleb Hayward,Caleb,Hayward,Lebanon,Windham County,CT,US,town,Caleb Hayward
450,Daniel Miller,Daniel,Miller,Farmington,Hartford County,CT,US,town,Daniel Miller
451,Simeon Baldwin,Simeon,Baldwin,Farmington,Hartford County,CT,US,town,Simeon Baldwin
452,Thaddeus Betts | Thaddeus Betts Treasurer and Co,Thaddeus,Betts,Norwalk,Fairfield County,CT,US,town,Thaddeus Betts
453,Robert Wasson,Robert,Wasson,Norwalk,Fairfield County,CT,US,town,Robert Wasson
454,Philemon Hall,Philemon,Hall,Guilford,New Haven County,CT,US,town,Philemon Hall
455,Stephen Lockwood,Stephen,Lockwood,Norwalk,Fairfield County,CT,US,town,Stephen Lockwood
456,William Noyes,William,Noyes,East Lyme,New London County,CT,US,town,William Noyes
458,Benjamin Hinman,Benjamin,Hinman,Southbury,New Haven County,CT,US,town,Benjamin Hinman
459,Samuel Mott,Samuel,Mott,Preston,New London County,CT,US,town,Samuel Mott
460,Joseph Noyes,Joseph,Noyes,East Lyme,New London County,CT,US,town,Joseph Noyes
461,William Taylor,William,Taylor,Milford,New Haven County,CT,US,town,William Taylor
463,Jared Elliot,Jared,Elliot,Killingworth,Middlesex County,CT,US,town,Jared Elliot
464,John Huntington,John,Huntington,Norwich,New London County,CT,US,town,John Huntington
465,Stephen Lane,Stephen,Lane,Killingworth,Middlesex County,CT,US,town,Stephen Lane
466,Sarah Rogett,Sarah,Rogett,New London,New London County,CT,US,town,Sarah Rogett
467,Elijah Backus,Elijah,Backus,Norwich,New London County,CT,US,town,Elijah Backus
468,John Backus,John,Backus,Norwich,New London County,CT,US,town,John Backus
469,Elisha Leeds,Elisha,Leeds,Stamford,Fairfield County,CT,US,town,Elisha Leeds
470,Andrew Rowland,andrew,Rowland,Fairfield,Fairfield County,CT,US,town,andrew Rowland
471,Beach Tomlinson,Beach,Tomlinson,Shelton,Fairfield County,CT,US,town,Beach Tomlinson
473,Mathew Woodruff | Matthew Woodruff,Mathew,Woodruff,Milford,New Haven County,CT,US,town,Mathew Woodruff | Matthew Woodruff
473,Mathew Woodruff | Matthew Woodruff,Matthew,Woodruff,Milford,New Haven County,CT,US,town,Mathew Woodruff | Matthew Woodruff
474,Phineas Baldwin,Phineas,Baldwin,Milford,New Haven County,CT,US,town,Phineas Baldwin
475,John Gillet,John,Gillet,Milford,New Haven County,CT,US,town,John Gillet
476,Hezekiah Sanford,Hezekiah,Sanford,Redding,Fairfield County,CT,US,town,Hezekiah Sanford
477,Nathan Clark,Nathan,Clark,Milford,New Haven County,CT,US,town,Nathan Clark
478,Stephen Gunn,Stephen,Gunn,Milford,New Haven County,CT,US,town,Stephen Gunn
479,Isaac Smith,Isaac,Smith,Milford,New Haven County,CT,US,town,Isaac Smith
480,David Bolles,David,Bolles,Ashford,Windham County,CT,US,town,David Bolles
481,Stephen May,Stephen,May,Woodstock,Windham County,CT,US,town,Stephen May
482,Thomas May,Thomas,May,Woodstock,Windham County,CT,US,town,Thomas May
483,William Russell,William,Russell,Woodstock,Windham County,CT,US,town,William Russell
